Image Name,Overlay Intensity,Image Overlay Transparency Level,Overlay Color Scheme,Icon Size,Icon Consistency,Icon Relevance to Content,Text Font Style,Text Font Size,Text Hierarchy Consistency,Color Scheme,Contrast Ratio,Color Consistency,Relevance of Content,Content Organization,Amount of Content,Text Contrast,Font Legibility,Readability Level,Ease of use,Satisfaction,helpfulness,Visual appeal,Usability Score,Accessibility Score
bad (353).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,neutral,neutral,helpful,good,76.35,58.5
bad (354).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,19.7,36.5
bad (355).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (356).png,Moderate,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.6,36.5
bad (357).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (358).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,difficult,dissatisfied,unhelpful,poor,12.05,24
bad (359).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (360).png,High,Opaque,Poor,Large,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,very difficult,very dissatisfied,very unhelpful,very poor,12.05,8
bad (361).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (362).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (363).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (364).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (365).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (366).png,Low,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,10.55,36.5
bad (367).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (368).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (369).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,16.55,36.5
bad (370).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Small,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,neutral,helpful,good,74.55,69
bad (371).png,High,Opaque,Poor,Medium,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,good,34.1,51.5
bad (372).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Small,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,neutral,neutral,neutral,good,74.55,51.5
bad (373).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (374).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (375).png,Low,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.15,36.5
bad (376).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (377).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,unhelpful,poor,11.45,33.5
bad (378).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Moderate,Low,Illegible,Poor,neutral,neutral,neutral,poor,34.1,36.5
bad (379).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (380).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,good,33.8,51.5
bad (381).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (382).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (383).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,31.25,36.5
bad (384).png,High,Opaque,Poor,Medium,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,good,34.1,51.5
bad (385).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (386).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (387).png,High,None,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Moderate,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.35,36.5
bad (388).png,High,Opaque,Poor,Large,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,16.55,36.5
bad (389).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (390).png,Moderate,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,very easy,satisfied,helpful,poor,33.35,64.5
bad (391).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (392).png,High,Opaque,Poor,None,None,None,Poor,Medium,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,15.5,36.5
bad (393).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Small,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,neutral,helpful,poor,74.55,54
bad (394).png,High,Opaque,Poor,None,None,None,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,very difficult,very dissatisfied,very unhelpful,very poor,13.7,8
bad (395).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (396).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,neutral,neutral,neutral,poor,83.25,36.5
bad (397).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (398).png,None,None,None,Medium,Consistent,Relevant,Good,Medium,Consistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Legible,Good,neutral,neutral,neutral,poor,52.25,36.5
bad (399).png,High,Opaque,Poor,Medium,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.75,36.5
bad (400).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (401).png,Moderate,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,good,33.35,51.5
bad (402).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,neutral,neutral,neutral,poor,82.95,36.5
bad (403).png,None,None,None,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Good,neutral,neutral,neutral,poor,69.55,36.5
bad (404).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (405).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (406).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (407).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (408).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (409).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (410).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (411).png,None,None,None,None,None,None,None,None,None,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Moderate,Low,Legible,Excellent,neutral,neutral,neutral,poor,31.75,36.5
bad (412).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (413).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (414).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,very difficult,very dissatisfied,very unhelpful,very poor,11.45,8
bad (415).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,good,12.05,51.5
bad (416).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (417).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,16.55,36.5
bad (418).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
Education Apps.png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.1,75
Education Apps (1).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (10).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Education Apps (100).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,satisfied,helpful,excellent,88.65,84
Education Apps (101).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (102).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (103).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (104).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Education Apps (105).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,neutral,helpful,good,88.65,69
Education Apps (106).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Education Apps (107).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Education Apps (108).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (109).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (11).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Education Apps (110).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (111).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.05,93
Education Apps (112).png,Low,Opaque,Poor,Small,Consistent,Relevant,Good,Medium,Consistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Legible,Good,very easy,very satisfied,very helpful,excellent,54.65,93
Education Apps (113).png,None,None,None,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Good,easy,satisfied,helpful,good,69.55,75
Education Apps (114).png,Low,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,77.85,93
Education Apps (115).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (116).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (117).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.1,75
Education Apps (118).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (119).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (12).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Education Apps (13).png,Low,Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,satisfied,helpful,excellent,88.05,84
Education Apps (14).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Education Apps (15).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Education Apps (16).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Education Apps (17).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (18).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (19).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,very satisfied,very helpful,excellent,81.55,93
Education Apps (2).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.6,93
Education Apps (20).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (21).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (22).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Education Apps (23).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (24).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (25).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Education Apps (26).png,Moderate,Semi-Transparent,Excellent,Small,Consistent,Relevant,Excellent,Large,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,93.075,75
Education Apps (27).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.8,75
Education Apps (28).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Education Apps (29).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Education Apps (3).png,Low,Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.35,75
Education Apps (30).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (31).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (32).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Education Apps (33).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (34).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (35).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.8,75
Education Apps (36).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (37).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (38).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Education Apps (39).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (4).png,Low,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Good,very easy,satisfied,helpful,excellent,78.55,84
